study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	sample_title
PRJNA299657	SAMN05462752	SRS1592152	SRX1988194	SRR3986176	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-56
PRJNA299657	SAMN05462751	SRS1592153	SRX1988195	SRR3986177	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-57
PRJNA299657	SAMN05462750	SRS1592154	SRX1988196	SRR3986178	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-58
PRJNA299657	SAMN05462749	SRS1592155	SRX1988197	SRR3986179	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-59
PRJNA299657	SAMN05462748	SRS1592156	SRX1988198	SRR3986180	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-60
PRJNA299657	SAMN05462747	SRS1592157	SRX1988199	SRR3986181	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-61
PRJNA299657	SAMN05462746	SRS1592158	SRX1988200	SRR3986182	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-62
PRJNA299657	SAMN05462745	SRS1592159	SRX1988201	SRR3986183	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-63
PRJNA299657	SAMN05462744	SRS1592160	SRX1988202	SRR3986184	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-64
PRJNA299657	SAMN05462743	SRS1592162	SRX1988203	SRR3986185	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-65
PRJNA299657	SAMN05462742	SRS1592161	SRX1988204	SRR3986186	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-66
PRJNA299657	SAMN05462741	SRS1592163	SRX1988205	SRR3986187	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-67
PRJNA299657	SAMN05462740	SRS1592164	SRX1988206	SRR3986188	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-68
PRJNA299657	SAMN05462797	SRS1592166	SRX1988207	SRR3986189	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-69
PRJNA299657	SAMN05462796	SRS1592165	SRX1988208	SRR3986190	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-70
PRJNA299657	SAMN05462795	SRS1592167	SRX1988209	SRR3986191	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-71
PRJNA299657	SAMN05462794	SRS1592168	SRX1988210	SRR3986192	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-72
PRJNA299657	SAMN05462793	SRS1592172	SRX1988211	SRR3986193	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-73
PRJNA299657	SAMN05462792	SRS1592170	SRX1988212	SRR3986194	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-74
PRJNA299657	SAMN05462791	SRS1592169	SRX1988213	SRR3986195	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-75
PRJNA299657	SAMN05462790	SRS1592171	SRX1988214	SRR3986196	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-76
PRJNA299657	SAMN05462789	SRS1592173	SRX1988215	SRR3986197	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-77
PRJNA299657	SAMN05462788	SRS1592174	SRX1988216	SRR3986198	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-78
PRJNA299657	SAMN05462787	SRS1592175	SRX1988217	SRR3986199	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-79
PRJNA299657	SAMN05462786	SRS1592176	SRX1988218	SRR3986200	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-80
PRJNA299657	SAMN05462785	SRS1592177	SRX1988219	SRR3986201	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-81
PRJNA299657	SAMN05462784	SRS1592178	SRX1988220	SRR3986202	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-82
PRJNA299657	SAMN05462783	SRS1592180	SRX1988221	SRR3986203	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-83
PRJNA299657	SAMN05462782	SRS1592179	SRX1988222	SRR3986204	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-84
PRJNA299657	SAMN05462781	SRS1592182	SRX1988223	SRR3986205	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-85
PRJNA299657	SAMN05462780	SRS1592181	SRX1988224	SRR3986206	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-86
PRJNA299657	SAMN05462779	SRS1592183	SRX1988225	SRR3986207	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-87
PRJNA299657	SAMN05462778	SRS1592184	SRX1988226	SRR3986208	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-88
PRJNA299657	SAMN05462777	SRS1592186	SRX1988227	SRR3986209	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-89
PRJNA299657	SAMN05462776	SRS1592185	SRX1988228	SRR3986210	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-90
PRJNA299657	SAMN05462775	SRS1592187	SRX1988229	SRR3986211	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-91
PRJNA299657	SAMN05462774	SRS1592188	SRX1988230	SRR3986212	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-92
PRJNA299657	SAMN05462773	SRS1592189	SRX1988231	SRR3986213	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-93
PRJNA299657	SAMN05462772	SRS1592191	SRX1988232	SRR3986214	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-94
PRJNA299657	SAMN05462771	SRS1592190	SRX1988233	SRR3986215	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-95
PRJNA299657	SAMN05462770	SRS1592192	SRX1988234	SRR3986216	9606	Homo sapiens	NextSeq 500	PAIRED	singles-PB1022-mono-160128-96
