peak	class_	weight	Chr	Start	End	Annotation	Distance to TSS	Gene Name	in_cell_type
spleen_uPk_49564	11	0.01772407072831038	chr16	42920393	42920794	intron (NM_001285805, intron 1 of 10)	-8523.0	Gm19522	CD27+_Natural_Killer
spleen_uPk_104702	11	0.01770749772422789	chr7	4338093	4338409	exon (NM_010746, exon 3 of 7)	527.0	Ncr1	CD27+_Natural_Killer
spleen_uPk_29955	11	0.017695072353369735	chr12	112719926	112720417	Intergenic	-2003.0	Cep170b	CD27+_Natural_Killer
spleen_uPk_4051	11	0.01768039414515279	chr1	95267849	95268808	Intergenic	-45300.0	Fam174a	CD27+_Natural_Killer
spleen_uPk_95943	11	0.017648443296668904	chr5	138343171	138343578	Intergenic	62865.0	Stag3	CD27+_Natural_Killer
spleen_uPk_10160	11	0.017639103346530922	chr10	19498043	19498666	Intergenic	-93595.0	Ifngr1	CD27+_Natural_Killer
spleen_uPk_113969	11	0.017622828774647773	chr8	57402189	57402666	Intergenic	-53496.0	Scrg1	CD27+_Natural_Killer
spleen_uPk_84179	11	0.017556290379960746	chr4	59264461	59265006	intron (NR_105031, intron 3 of 3)	4682.0	Gm12596	CD27+_Natural_Killer
spleen_uPk_102626	11	0.017555078709063986	chr6	122293784	122294285	Intergenic	-11201.0	Klrg1	CD27+_Natural_Killer
spleen_uPk_22994	11	0.017554791924355634	chr11	103350633	103351357	TTS (NR_045346)	6242.0	Arhgap27os3	CD27+_Natural_Killer
spleen_uPk_126649	11	0.017552369807317905	chrX	104482561	104483798	exon (NM_001081189, exon 1 of 7)	397.0	Uprt	CD27+_Natural_Killer
spleen_uPk_8391	11	0.017552087853126452	chr1	181299081	181299495	Intergenic	-53340.0	Cnih3	CD27+_Natural_Killer
spleen_uPk_14715	11	0.017512603997218042	chr10	96350556	96351779	Intergenic	124960.0	4930459C07Rik	CD27+_Natural_Killer
spleen_uPk_66826	11	0.01751170003699917	chr2	29656049	29656464	intron (NM_001039087, intron 1 of 25)	36536.0	Rapgef1	CD27+_Natural_Killer
spleen_uPk_50098	11	0.017509758160786138	chr16	51704868	51705923	Intergenic	-326154.0	Cblb	CD27+_Natural_Killer
spleen_uPk_62597	11	0.01750547514892951	chr19	17295093	17295730	Intergenic	44094.0	Gcnt1	CD27+_Natural_Killer
spleen_uPk_104698	11	0.017451704849129276	chr7	4300153	4300561	Intergenic	26168.0	Pira6	CD27+_Natural_Killer
spleen_uPk_94574	11	0.017435591233707384	chr5	120322920	120323826	Intergenic	-108513.0	Lhx5	CD27+_Natural_Killer
spleen_uPk_103889	11	0.017376882525503966	chr6	140231560	140232425	Intergenic	190467.0	Capza3	CD27+_Natural_Killer
spleen_uPk_14491	11	0.01737365886037809	chr10	94819926	94820396	intron (NM_018797, intron 21 of 30)	124417.0	Plxnc1	CD27+_Natural_Killer
spleen_uPk_37342	11	0.017353647601317048	chr14	21995098	21995845	Intergenic	-5870.0	Zfp503	CD27+_Natural_Killer
spleen_uPk_91121	11	0.01733798370097964	chr5	44012950	44013339	intron (NM_001163582, intron 15 of 21)	-31345.0	Fgfbp1	CD27+_Natural_Killer
spleen_uPk_88440	11	0.017259999070565895	chr4	141917771	141918394	intron (NM_177868, intron 22 of 31)	-43162.0	Efhd2	CD27+_Natural_Killer
spleen_uPk_3368	11	0.017257953612404727	chr1	86263341	86264300	intron (NM_030184, intron 23 of 24)	-39401.0	B3gnt7	CD27+_Natural_Killer
spleen_uPk_11022	11	0.01724956052819397	chr10	39486472	39486886	intron (NM_001122893, intron 3 of 13)	116880.0	Fyn	CD27+_Natural_Killer
spleen_uPk_112523	11	0.017242228788877653	chr8	13213344	13214282	Intergenic	-13189.0	Grtp1	CD27+_Natural_Killer
spleen_uPk_86925	11	0.017240470551538958	chr4	128980839	128981706	Intergenic	-11952.0	Ak2	CD27+_Natural_Killer
spleen_uPk_116325	11	0.017218120312128264	chr8	107450644	107451028	intron (NM_025830, intron 1 of 23)	14438.0	Wwp2	CD27+_Natural_Killer
spleen_uPk_72549	11	0.017210505231460747	chr2	145167701	145168536	Intergenic	-74493.0	Slc24a3	CD27+_Natural_Killer
spleen_uPk_1602	11	0.017203217893740647	chr1	52035409	52035752	intron (NM_001308266, intron 4 of 24)	27340.0	Stat4	CD27+_Natural_Killer
spleen_uPk_48288	11	0.017191159974049	chr16	22548062	22548723	intron (NM_001346673, intron 19 of 23)	-16208.0	Mir8095	CD27+_Natural_Killer
spleen_uPk_29179	11	0.017155926787564942	chr12	102648184	102648548	intron (NM_172584, intron 2 of 9)	36654.0	Mir1936	CD27+_Natural_Killer
spleen_uPk_62832	11	0.01713922699784531	chr19	24224720	24225716	promoter-TSS (NM_011597)	-192.0	Tjp2	CD27+_Natural_Killer
spleen_uPk_112329	11	0.01709737752916666	chr8	10480676	10481299	intron (NM_001319151, intron 23 of 34)	327076.0	Myo16	CD27+_Natural_Killer
spleen_uPk_87299	11	0.01706985640444176	chr4	132748692	132749189	intron (NM_133888, intron 1 of 7)	8231.0	Smpdl3b	CD27+_Natural_Killer
spleen_uPk_56947	11	0.017068857696375974	chr17	84226151	84226763	intron (NM_183021, intron 34 of 37)	-38510.0	Zfp36l2	CD27+_Natural_Killer
spleen_uPk_43853	11	0.017064524377468217	chr15	61448470	61448981	Intergenic	325726.0	D030024E09Rik	CD27+_Natural_Killer
spleen_uPk_7435	11	0.01704651361267828	chr1	170276970	170277444	promoter-TSS (NM_012009)	-117.0	Sh2d1b1	CD27+_Natural_Killer
spleen_uPk_117937	11	0.01701736312032394	chr8	126867179	126868166	Intergenic	78249.0	Tomm20	CD27+_Natural_Killer
spleen_uPk_83483	11	0.016969477901627304	chr4	46553897	46554330	intron (NM_178893, intron 3 of 12)	12327.0	Coro2a	CD27+_Natural_Killer
spleen_uPk_102620	11	0.016954587474624663	chr6	122269981	122270543	TTS (NM_016970)	12571.0	Klrg1	CD27+_Natural_Killer
spleen_uPk_118276	11	0.0169518350727322	chr9	13323047	13324019	Intergenic	76577.0	Ccdc82	CD27+_Natural_Killer
spleen_uPk_86776	11	0.01695098662085275	chr4	126260848	126261110	Intergenic	-1426.0	Trappc3	CD27+_Natural_Killer
spleen_uPk_71761	11	0.016930036362150343	chr2	128318229	128318672	intron (NR_028590, intron 2 of 2)	110901.0	Gm14005	CD27+_Natural_Killer
spleen_uPk_38346	11	0.01692063215732635	chr14	48225843	48226822	intron (NR_003630, intron 2 of 2)	27616.0	Gm6498	CD27+_Natural_Killer
spleen_uPk_68485	11	0.016899735202838963	chr2	59646715	59647780	intron (NM_198294, intron 2 of 26)	478.0	Tanc1	CD27+_Natural_Killer
spleen_uPk_103373	11	0.0168654038155012	chr6	129578001	129578611	promoter-TSS (NM_153590)	20.0	Klre1	CD27+_Natural_Killer
spleen_uPk_57499	11	0.01682298444905089	chr18	4252097	4252706	Intergenic	86569.0	Lyzl1	CD27+_Natural_Killer
spleen_uPk_77662	11	0.016818149909420377	chr3	84022666	84023333	intron (NM_172681, intron 3 of 34)	17162.0	D930015E06Rik	CD27+_Natural_Killer
spleen_uPk_45455	11	0.016750885451957104	chr15	82165972	82167149	intron (NM_033218, intron 1 of 18)	19291.0	Srebf2	CD27+_Natural_Killer
spleen_uPk_70944	11	0.016741535701883376	chr2	117417125	117418484	Intergenic	-74927.0	Rasgrp1	CD27+_Natural_Killer
spleen_uPk_42451	11	0.016718182082639296	chr15	28081014	28081643	Intergenic	-55480.0	Trio	CD27+_Natural_Killer
spleen_uPk_6992	11	0.016691706374543393	chr1	163259349	163259940	intron (NM_001025570, intron 2 of 2)	54006.0	Prrx1	CD27+_Natural_Killer
spleen_uPk_25109	11	0.01668812319219066	chr12	12298715	12299172	intron (NM_029758, intron 2 of 12)	36804.0	Fam49a	CD27+_Natural_Killer
spleen_uPk_47937	11	0.016649391150778146	chr16	18088683	18089411	exon (NM_011172, exon 1 of 14)	143.0	Prodh	CD27+_Natural_Killer
spleen_uPk_65465	11	0.016643216758741777	chr2	6706012	6706571	intron (NM_001347094, intron 2 of 12)	15371.0	Celf2	CD27+_Natural_Killer
spleen_uPk_37224	11	0.016629430118634957	chr14	20784754	20785892	intron (NM_001039139, intron 2 of 18)	8765.0	Camk2g	CD27+_Natural_Killer
spleen_uPk_40752	11	0.016601283844654334	chr14	100235675	100236179	Intergenic	-86131.0	Klf12	CD27+_Natural_Killer
spleen_uPk_13337	11	0.01660100320723083	chr10	80022174	80022468	exon (NM_027521, exon 9 of 22)	2646.0	Hmha1	CD27+_Natural_Killer
spleen_uPk_71667	11	0.016592119359040237	chr2	127496314	127496981	intron (NM_019789, intron 2 of 8)	-14148.0	Kcnip3	CD27+_Natural_Killer
spleen_uPk_61033	11	0.016590937965416407	chr18	80712845	80713335	promoter-TSS (NM_001164109)	-19.0	Nfatc1	CD27+_Natural_Killer
spleen_uPk_92297	11	0.016587038318628268	chr5	75826361	75826854	Intergenic	151821.0	Kdr	CD27+_Natural_Killer
spleen_uPk_83360	11	0.016569976190209595	chr4	45396040	45396659	3' UTR (NM_001009949, exon 3 of 3)	12417.0	Slc25a51	CD27+_Natural_Killer
spleen_uPk_64863	11	0.016540225518128233	chr19	57075972	57076596	intron (NM_001103178, intron 4 of 19)	42740.0	Ablim1	CD27+_Natural_Killer
spleen_uPk_51441	11	0.01653499302917799	chr16	94402126	94402596	intron (NM_009441, intron 10 of 45)	-31346.0	Pigp	CD27+_Natural_Killer
spleen_uPk_32350	11	0.016519548855699454	chr13	38049845	38050355	intron (NM_024242, intron 8 of 16)	13111.0	Riok1	CD27+_Natural_Killer
spleen_uPk_80745	11	0.016505468827447495	chr3	135590543	135590861	intron (NM_008689, intron 22 of 24)	100845.0	Nfkb1	CD27+_Natural_Killer
spleen_uPk_93122	11	0.01647352564912174	chr5	100643727	100644611	Intergenic	30087.0	Coq2	CD27+_Natural_Killer
spleen_uPk_118811	11	0.01644254234598861	chr9	22259430	22260319	promoter-TSS (NM_181419)	21.0	Zfp599	CD27+_Natural_Killer
spleen_uPk_59362	11	0.016441914729283358	chr18	54124560	54124990	Intergenic	262662.0	Csnk1g3	CD27+_Natural_Killer
spleen_uPk_62197	11	0.016429569400512826	chr19	10990713	10991219	intron (NM_001034898, intron 1 of 6)	2284.0	Ms4a15	CD27+_Natural_Killer
spleen_uPk_79027	11	0.01638114198854331	chr3	101277770	101278233	intron (NM_013486, intron 4 of 4)	9938.0	Cd2	CD27+_Natural_Killer
spleen_uPk_125719	11	0.016335716145565032	chrX	48593789	48594856	promoter-TSS (NM_001166648)	51.0	Zfp280c	CD27+_Natural_Killer
spleen_uPk_106888	11	0.01633374070545942	chr7	49601043	49602061	intron (NM_175272, intron 36 of 37)	35283.0	Dbx1	CD27+_Natural_Killer
spleen_uPk_124373	11	0.016319761741986013	chr9	119743706	119744665	Intergenic	-25153.0	Scn10a	CD27+_Natural_Killer
spleen_uPk_120659	11	0.016311459178167072	chr9	57789706	57790700	TTS (NM_019689)	-24343.0	Clk3	CD27+_Natural_Killer
spleen_uPk_117545	11	0.016299444367405762	chr8	123113947	123114340	Intergenic	-3231.0	Cpne7	CD27+_Natural_Killer
spleen_uPk_57829	11	0.016280986048412154	chr18	11931465	11932054	intron (NM_022021, intron 6 of 8)	-91321.0	Mir1901	CD27+_Natural_Killer
spleen_uPk_20411	11	0.01625754106782608	chr11	72945993	72947137	Intergenic	-14604.0	Atp2a3	CD27+_Natural_Killer
spleen_uPk_59492	11	0.01622173358604158	chr18	56446882	56447629	intron (NM_026240, intron 1 of 13)	15123.0	Gramd3	CD27+_Natural_Killer
spleen_uPk_30617	11	0.01621667213738074	chr13	5846865	5847227	Intergenic	11046.0	1700016G22Rik	CD27+_Natural_Killer
spleen_uPk_67727	11	0.01621513470388036	chr2	38536309	38536932	intron (NM_001159631, intron 1 of 9)	24744.0	Nek6	CD27+_Natural_Killer
spleen_uPk_14457	11	0.016214186518866212	chr10	94508845	94509291	Intergenic	-5789.0	Tmcc3	CD27+_Natural_Killer
spleen_uPk_36302	11	0.016212819700272763	chr13	113101771	113102206	Intergenic	-1007.0	Gzma	CD27+_Natural_Killer
spleen_uPk_82958	11	0.016207324626847742	chr4	36183459	36184146	intron (NM_001165999, intron 4 of 7)	-338598.0	Lingo2	CD27+_Natural_Killer
spleen_uPk_49621	11	0.01619484054428795	chr16	43663846	43664670	promoter-TSS (NM_001146325)	-74.0	Tigit	CD27+_Natural_Killer
spleen_uPk_30036	11	0.01619102108940376	chr12	113049829	113050409	intron (NM_001291444, intron 5 of 23)	-24383.0	Tex22	CD27+_Natural_Killer
spleen_uPk_71627	11	0.016187086814744307	chr2	127189586	127189985	intron (NM_198630, intron 1 of 1)	18495.0	1810024B03Rik	CD27+_Natural_Killer
spleen_uPk_31974	11	0.01618436349648924	chr13	33071714	33072289	Intergenic	-12102.0	Serpinb1b	CD27+_Natural_Killer
spleen_uPk_54775	11	0.016159888548543788	chr17	45752634	45753220	Intergenic	-19083.0	1600014C23Rik	CD27+_Natural_Killer
spleen_uPk_78511	11	0.016111792812398017	chr3	95312579	95312964	Intergenic	-2419.0	Cers2	CD27+_Natural_Killer
spleen_uPk_60158	11	0.01608561980643198	chr18	67307547	67308713	intron (NM_053261, intron 3 of 7)	18907.0	Impa2	CD27+_Natural_Killer
spleen_uPk_52517	11	0.016029259707198498	chr17	15440041	15440564	Intergenic	44056.0	Fam120b	CD27+_Natural_Killer
spleen_uPk_96239	11	0.015995579575543456	chr5	141041894	141042245	Intergenic	-41473.0	Card11	CD27+_Natural_Killer
spleen_uPk_75356	11	0.01598730711642756	chr3	9863062	9863467	Intergenic	-29585.0	Pag1	CD27+_Natural_Killer
spleen_uPk_57902	11	0.015979849402573215	chr18	12836776	12837179	intron (NM_001252491, intron 1 of 12)	-17070.0	Osbpl1a	CD27+_Natural_Killer
spleen_uPk_7166	11	0.015950756219956147	chr1	165183461	165184132	intron (NM_145512, intron 6 of 7)	10637.0	Sft2d2	CD27+_Natural_Killer
spleen_uPk_58658	11	0.015936765521260346	chr18	36319926	36320761	Intergenic	20242.0	Igip	CD27+_Natural_Killer
spleen_uPk_78098	11	0.015891124503718854	chr3	88502546	88503823	5' UTR (NM_001111102, exon 1 of 10)	168.0	Lmna	CD27+_Natural_Killer
spleen_uPk_114383	11	0.015866577447049904	chr8	70341935	70342496	intron (NM_030680, intron 3 of 23)	11064.0	Upf1	CD27+_Natural_Killer
spleen_uPk_117669	11	0.015855248864547478	chr8	124317138	124317629	intron (NM_139272, intron 3 of 15)	85989.0	Galnt2	CD27+_Natural_Killer
spleen_uPk_29715	11	0.015854929761721977	chr12	110758896	110759438	intron (NM_001347428, intron 1 of 2)	21235.0	Wdr20	CD27+_Natural_Killer
spleen_uPk_27066	11	0.015851369793683606	chr12	70139886	70140254	Intergenic	-14101.0	Abhd12b	CD27+_Natural_Killer
spleen_uPk_36551	11	0.015836926018431938	chr13	117220434	117221438	exon (NM_010330, exon 1 of 9)	363.0	Emb	CD27+_Natural_Killer
spleen_uPk_40732	11	0.01581084688327802	chr14	99449797	99450298	Intergenic	151356.0	Klf5	CD27+_Natural_Killer
spleen_uPk_9061	11	0.015787043663220316	chr1	192604475	192604822	intron (NM_144881, intron 9 of 11)	166571.0	Hhat	CD27+_Natural_Killer
spleen_uPk_91925	11	0.01576065625839786	chr5	67323988	67324511	intron (NM_001310629, intron 2 of 16)	17294.0	Slc30a9	CD27+_Natural_Killer
spleen_uPk_95752	11	0.015750803363054573	chr5	136459860	136460316	intron (NM_001291239, intron 2 of 22)	-84285.0	Mir721	CD27+_Natural_Killer
spleen_uPk_16199	11	0.01574721823366075	chr10	127302906	127303527	intron (NM_001003913, intron 10 of 20)	8570.0	Mars	CD27+_Natural_Killer
spleen_uPk_12214	11	0.01573400576434494	chr10	61263549	61263946	intron (NM_001081127, intron 2 of 21)	9691.0	Adamts14	CD27+_Natural_Killer
spleen_uPk_28486	11	0.015721221492810047	chr12	89811877	89812667	promoter-TSS (NM_001252074)	-211.0	Nrxn3	CD27+_Natural_Killer
spleen_uPk_25603	11	0.01570873853057045	chr12	25338677	25339288	Intergenic	209808.0	Gm17746	CD27+_Natural_Killer
spleen_uPk_99432	11	0.01570764129256945	chr6	56920667	56920969	intron (NM_026004, intron 1 of 8)	3114.0	Nt5c3	CD27+_Natural_Killer
spleen_uPk_62577	11	0.015701865467727148	chr19	17168237	17168681	intron (NM_181348, intron 10 of 19)	171046.0	Gcnt1	CD27+_Natural_Killer
spleen_uPk_121003	11	0.015693463557463337	chr9	61963401	61963753	intron (NM_028748, intron 6 of 7)	-16778.0	Kif23	CD27+_Natural_Killer
spleen_uPk_25579	11	0.0156727870229018	chr12	25254632	25255211	Intergenic	125747.0	Gm17746	CD27+_Natural_Killer
spleen_uPk_11677	11	0.01566234449237756	chr10	51453554	51454334	Intergenic	-26668.0	Lilr4b	CD27+_Natural_Killer
spleen_uPk_39942	11	0.015660832685411744	chr14	70796027	70796386	Intergenic	21825.0	Dok2	CD27+_Natural_Killer
spleen_uPk_38652	11	0.015648150192065436	chr14	54061346	54061950	Intergenic	192281.0	Dad1	CD27+_Natural_Killer
spleen_uPk_3412	11	0.0156276230422568	chr1	86492207	86493072	Intergenic	-34097.0	Ptma	CD27+_Natural_Killer
spleen_uPk_88435	11	0.015627137103771484	chr4	141863737	141864145	intron (NM_025994, intron 1 of 3)	10979.0	Efhd2	CD27+_Natural_Killer
spleen_uPk_33415	11	0.01557333003947605	chr13	52807601	52808254	Intergenic	-50722.0	BB123696	CD27+_Natural_Killer
spleen_uPk_44421	11	0.015551028774524344	chr15	73148561	73149091	intron (NM_153178, intron 1 of 18)	36121.0	Ago2	CD27+_Natural_Killer
spleen_uPk_115769	11	0.015526897909512366	chr8	94353972	94355108	intron (NM_019415, intron 21 of 24)	25332.0	Slc12a3	CD27+_Natural_Killer
spleen_uPk_3838	11	0.015522582439386038	chr1	92059616	92059866	intron (NM_207225, intron 2 of 26)	120600.0	Hdac4	CD27+_Natural_Killer
spleen_uPk_122677	11	0.015521872798311645	chr9	92374569	92375316	Intergenic	65565.0	1700057G04Rik	CD27+_Natural_Killer
spleen_uPk_51116	11	0.015518435092309551	chr16	91533016	91534268	Intergenic	-13452.0	Ifngr2	CD27+_Natural_Killer
spleen_uPk_10362	11	0.015496591244516638	chr10	21235148	21236209	Intergenic	-60301.0	Hbs1l	CD27+_Natural_Killer
spleen_uPk_75448	11	0.015493600644304651	chr3	14887269	14887614	intron (NM_009801, intron 1 of 6)	1015.0	Car2	CD27+_Natural_Killer
spleen_uPk_94640	11	0.015490716247514849	chr5	120779375	120779735	Intergenic	-1896.0	Oas3	CD27+_Natural_Killer
spleen_uPk_114454	11	0.015458525251381035	chr8	70715149	70715471	Intergenic	-3233.0	Gm3336	CD27+_Natural_Killer
spleen_uPk_126720	11	0.015443419307888458	chrX	106704544	106705033	intron (NM_001033541, intron 3 of 3)	-101109.0	Cysltr1	CD27+_Natural_Killer
spleen_uPk_32281	11	0.015437146129546154	chr13	37619327	37620708	Intergenic	-206021.0	Rreb1	CD27+_Natural_Killer
spleen_uPk_11736	11	0.015421159142003406	chr10	53460947	53461728	Intergenic	57652.0	Gm20597	CD27+_Natural_Killer
spleen_uPk_89004	11	0.015407235781149206	chr4	150895096	150895432	Intergenic	14657.0	Park7	CD27+_Natural_Killer
spleen_uPk_116588	11	0.015397705681584042	chr8	111731767	111732438	promoter-TSS (NM_001198839)	34.0	Bcar1	CD27+_Natural_Killer
spleen_uPk_110445	11	0.015396360497915009	chr7	120851223	120852297	intron (NM_001267711, intron 1 of 17)	571.0	Eef2k	CD27+_Natural_Killer
spleen_uPk_70285	11	0.015394691441374696	chr2	101628381	101629258	intron (NM_009020, intron 2 of 2)	167.0	B230118H07Rik	CD27+_Natural_Killer
spleen_uPk_85371	11	0.015368402127916366	chr4	101199574	101200062	intron (NM_146145, intron 1 of 24)	65464.0	Jak1	CD27+_Natural_Killer
spleen_uPk_20998	11	0.015366961456073669	chr11	79041931	79042431	intron (NM_013571, intron 4 of 17)	18584.0	Gm11201	CD27+_Natural_Killer
spleen_uPk_65204	11	0.015359071799098734	chr2	3740202	3740738	intron (NM_025626, intron 1 of 3)	27012.0	Fam107b	CD27+_Natural_Killer
spleen_uPk_41025	11	0.015339410358268924	chr14	105482770	105483803	Intergenic	-15502.0	4930449E01Rik	CD27+_Natural_Killer
spleen_uPk_63865	11	0.015303830683834889	chr19	41354213	41355082	intron (NM_031376, intron 2 of 16)	30423.0	Pik3ap1	CD27+_Natural_Killer
spleen_uPk_39479	11	0.015274736905228813	chr14	64666619	64667211	intron (NM_001081177, intron 1 of 39)	14384.0	Kif13b	CD27+_Natural_Killer
spleen_uPk_77147	11	0.015260873924623585	chr3	65962600	65962954	Intergenic	-4552.0	Ccnl1	CD27+_Natural_Killer
spleen_uPk_4849	11	0.015226968612714244	chr1	128765674	128765963	Intergenic	-173519.0	Cxcr4	CD27+_Natural_Killer
spleen_uPk_48741	11	0.015212328861692492	chr16	30265618	30266101	intron (NM_027904, intron 1 of 1)	1673.0	Cpn2	CD27+_Natural_Killer
spleen_uPk_108883	11	0.015206615791126114	chr7	98664313	98665033	Intergenic	-8104.0	Emsy	CD27+_Natural_Killer
spleen_uPk_97946	11	0.015187128270078998	chr6	31518796	31519483	TTS (NM_013723)	44798.0	Podxl	CD27+_Natural_Killer
spleen_uPk_35299	11	0.015182782231121935	chr13	98291662	98292199	Intergenic	25037.0	Btf3	CD27+_Natural_Killer
spleen_uPk_64400	11	0.015181918406707809	chr19	46985200	46985656	intron (NM_001164363, intron 1 of 17)	-15861.0	Nt5c2	CD27+_Natural_Killer
spleen_uPk_36436	11	0.01518130417755304	chr13	114845705	114846484	intron (NM_008396, intron 25 of 29)	27857.0	Mocs2	CD27+_Natural_Killer
spleen_uPk_34946	11	0.015141517446477461	chr13	93144062	93145077	5' UTR (NM_023821, exon 1 of 13)	155.0	Cmya5	CD27+_Natural_Killer
spleen_uPk_33131	11	0.015113060764095016	chr13	49205404	49206297	intron (NM_026738, intron 2 of 5)	10176.0	Card19	CD27+_Natural_Killer
spleen_uPk_22992	11	0.01510899796825475	chr11	103345690	103346022	intron (NR_045346, intron 2 of 3)	1103.0	Arhgap27os3	CD27+_Natural_Killer
spleen_uPk_77821	11	0.01510585910345705	chr3	85162245	85162985	Intergenic	-154904.0	1700036G14Rik	CD27+_Natural_Killer
spleen_uPk_12230	11	0.015102743336600919	chr10	61334439	61334966	intron (NM_013753, intron 18 of 19)	36866.0	Prf1	CD27+_Natural_Killer
spleen_uPk_3840	11	0.015081096280241901	chr1	92064207	92064794	intron (NM_207225, intron 2 of 26)	115841.0	Hdac4	CD27+_Natural_Killer
spleen_uPk_46657	11	0.015072468480660794	chr15	99803013	99803511	intron (NM_023063, intron 3 of 7)	16887.0	Lima1	CD27+_Natural_Killer
spleen_uPk_7810	11	0.015064496192529447	chr1	172602385	172602780	promoter-TSS (NM_001164725)	-31.0	Fcrl6	CD27+_Natural_Killer
spleen_uPk_46302	11	0.015061837083590544	chr15	96720135	96720715	Intergenic	-20727.0	Slc38a2	CD27+_Natural_Killer
spleen_uPk_16661	11	0.015049928302059343	chr11	5150210	5151223	intron (NM_080595, intron 1 of 14)	1506.0	Emid1	CD27+_Natural_Killer
spleen_uPk_15828	11	0.015045782938880757	chr10	120697141	120697773	Intergenic	-68275.0	4921513I03Rik	CD27+_Natural_Killer
spleen_uPk_119486	11	0.015041475091033547	chr9	41004273	41004954	promoter-TSS (NM_019465)	15.0	Crtam	CD27+_Natural_Killer
spleen_uPk_127663	11	0.015026718078307178	chrX	167111094	167111721	Intergenic	-41037.0	Gm8817	CD27+_Natural_Killer
spleen_uPk_20225	11	0.015019349223406045	chr11	70437507	70437935	promoter-TSS (NR_106064)	-534.0	Mir7115	CD27+_Natural_Killer
spleen_uPk_34055	11	0.01501178666082974	chr13	64128992	64130088	promoter-TSS (NM_001001321)	-210.0	Slc35d2	CD27+_Natural_Killer
spleen_uPk_91412	11	0.01500101884858515	chr5	54110780	54111194	exon (NM_001081103, exon 10 of 12)	112464.0	Stim2	CD27+_Natural_Killer
spleen_uPk_55706	11	0.014992592465565129	chr17	63369725	63370563	intron (NM_015794, intron 5 of 8)	-57171.0	4930405O22Rik	CD27+_Natural_Killer
spleen_uPk_109188	11	0.0149884645082895	chr7	101094683	101095861	Intergenic	-13503.0	Fchsd2	CD27+_Natural_Killer
spleen_uPk_107256	11	0.0149882878164682	chr7	66387945	66388663	promoter-TSS (NM_146191)	37.0	Lrrk1	CD27+_Natural_Killer
spleen_uPk_16141	11	0.014984480186034746	chr10	127002721	127003124	intron (NM_009635, intron 1 of 19)	2213.0	Avil	CD27+_Natural_Killer
spleen_uPk_20790	11	0.014975157921017609	chr11	77200642	77201130	Intergenic	-11918.0	Efcab5	CD27+_Natural_Killer
spleen_uPk_87030	11	0.014967601279412284	chr4	129671923	129673113	intron (NM_008468, intron 1 of 13)	249.0	Kpna6	CD27+_Natural_Killer
spleen_uPk_94086	11	0.014944458307050752	chr5	113985735	113986887	intron (NM_198109, intron 2 of 14)	7446.0	Ssh1	CD27+_Natural_Killer
spleen_uPk_121559	11	0.01493849296933507	chr9	69453413	69454745	intron (NM_007585, intron 1 of 12)	396.0	Anxa2	CD27+_Natural_Killer
spleen_uPk_11846	11	0.01491882641658699	chr10	56852473	56852949	Intergenic	475411.0	Gja1	CD27+_Natural_Killer
spleen_uPk_19904	11	0.014916088792850866	chr11	67532113	67532584	promoter-TSS (NM_008088)	-650.0	Gas7	CD27+_Natural_Killer
spleen_uPk_92278	11	0.014911310175713016	chr5	75661796	75662089	Intergenic	86951.0	Kit	CD27+_Natural_Killer
spleen_uPk_81573	11	0.014907572869682842	chr3	152149306	152150181	intron (NM_016867, intron 1 of 5)	16157.0	Gipc2	CD27+_Natural_Killer
spleen_uPk_51668	11	0.01490048044965736	chr16	96907674	96908223	intron (NM_031174, intron 3 of 32)	262787.0	Dscam	CD27+_Natural_Killer
spleen_uPk_63301	11	0.014892488566789798	chr19	32711804	32713082	promoter-TSS (NM_026487)	-145.0	Atad1	CD27+_Natural_Killer
spleen_uPk_72533	11	0.014883177202418694	chr2	144715075	144715700	intron (NM_025314, intron 4 of 5)	-108279.0	Scp2d1	CD27+_Natural_Killer
spleen_uPk_35464	11	0.014878377612578533	chr13	100669052	100670797	intron (NM_183115, intron 1 of 11)	443.0	Ccdc125	CD27+_Natural_Killer
spleen_uPk_12908	11	0.014877364815185213	chr10	75326384	75327317	intron (NM_001331095, intron 2 of 2)	1992.0	Adora2a	CD27+_Natural_Killer
spleen_uPk_114013	11	0.014867955846141446	chr8	57828189	57828803	intron (NM_175032, intron 9 of 11)	-175441.0	Galnt7	CD27+_Natural_Killer
spleen_uPk_114587	11	0.014856300255859451	chr8	71746943	71747561	Intergenic	-21571.0	Fcho1	CD27+_Natural_Killer
spleen_uPk_13767	11	0.014855293078665007	chr10	83161490	83162227	intron (NM_021439, intron 2 of 2)	175959.0	Slc41a2	CD27+_Natural_Killer
spleen_uPk_82980	11	0.014852423924980632	chr4	40229716	40230170	intron (NM_172689, intron 2 of 17)	9882.0	Ddx58	CD27+_Natural_Killer
spleen_uPk_74120	11	0.014851271969514098	chr2	166398947	166399805	Intergenic	-48075.0	5031425F14Rik	CD27+_Natural_Killer
spleen_uPk_87465	11	0.014844873575151156	chr4	133680155	133680591	exon (NM_001080819, exon 20 of 20)	-7726.0	Pigv	CD27+_Natural_Killer
spleen_uPk_124252	11	0.014830193628593454	chr9	118477626	118477863	promoter-TSS (NM_010136)	-445.0	Eomes	CD27+_Natural_Killer
spleen_uPk_71579	11	0.01482832419848004	chr2	126597277	126597810	intron (NM_008230, intron 10 of 11)	21135.0	Hdc	CD27+_Natural_Killer
